order_id,order_date,ship_date,ship_mode,customer_id,region_id
CA-2022-119011,2022-08-20,2022-08-25,Standard Class,LR-17035,4
US-2022-111241,2022-08-20,2022-08-22,Second Class,GM-14500,4
CA-2022-117646,2022-08-21,2022-08-25,Standard Class,SC-20845,4
CA-2022-144750,2022-08-21,2022-08-21,Same Day,DL-13495,4
CA-2022-112956,2022-08-21,2022-08-27,Standard Class,TH-21550,2
US-2022-109253,2022-08-21,2022-08-22,First Class,PR-18880,4
US-2022-102183,2022-08-21,2022-08-28,Standard Class,PK-19075,2
CA-2022-155705,2022-08-21,2022-08-23,Second Class,NF-18385,3
CA-2022-121489,2022-08-21,2022-08-25,Second Class,CM-11815,4
CA-2022-126956,2022-08-21,2022-08-28,Standard Class,GT-14710,1
US-2022-132381,2022-08-22,2022-08-24,First Class,Dp-13240,2
CA-2022-131037,2022-08-22,2022-08-23,First Class,TM-21490,4
CA-2022-129021,2022-08-23,2022-08-26,Second Class,PO-18850,3
CA-2022-123043,2022-08-24,2022-08-29,Standard Class,AH-10195,2
CA-2022-139717,2022-08-24,2022-08-26,Second Class,DM-13015,2
CA-2022-114636,2022-08-25,2022-08-29,Standard Class,GA-14725,3
CA-2022-101210,2022-08-25,2022-08-28,Second Class,DW-13540,3
US-2022-105697,2022-08-25,2022-08-27,First Class,JE-15715,2
CA-2022-159793,2022-08-25,2022-08-29,Standard Class,SV-20365,2
CA-2022-132584,2022-08-26,2022-08-27,First Class,HJ-14875,1
CA-2022-128475,2022-08-26,2022-09-01,Standard Class,SC-20680,3
CA-2022-157350,2022-08-26,2022-09-01,Standard Class,DP-13000,1
CA-2022-161956,2022-08-27,2022-08-29,Second Class,DR-12880,4
US-2022-139465,2022-08-27,2022-08-30,First Class,MR-17545,2
CA-2022-130036,2022-08-27,2022-08-27,Same Day,BP-11185,2
CA-2022-155047,2022-08-27,2022-08-30,First Class,SE-20110,1
CA-2022-163097,2022-08-27,2022-08-31,Standard Class,SF-20200,4
US-2022-134481,2022-08-27,2022-09-01,Standard Class,AR-10405,2
US-2022-162208,2022-08-27,2022-08-30,First Class,SP-20620,3
CA-2022-101273,2022-08-27,2022-08-30,Second Class,ST-20530,3
CA-2022-133501,2022-08-27,2022-09-01,Standard Class,DK-12895,3
US-2022-169502,2022-08-28,2022-09-01,Standard Class,MG-17650,1
CA-2022-126067,2022-08-28,2022-09-03,Standard Class,KN-16705,4
CA-2022-146920,2022-08-28,2022-09-01,Standard Class,SC-20305,1
CA-2022-101014,2022-08-29,2022-09-04,Standard Class,RW-19540,4
CA-2022-144064,2022-08-29,2022-09-01,First Class,CP-12085,1
CA-2022-104024,2022-08-29,2022-09-03,Second Class,MD-17860,2
CA-2022-107321,2022-08-31,2022-09-04,Standard Class,AW-10930,4
CA-2022-133004,2022-08-31,2022-09-05,Standard Class,AJ-10945,1
US-2022-135062,2022-08-31,2022-09-04,Second Class,RL-19615,3
CA-2022-132619,2022-08-31,2022-09-05,Standard Class,MS-17770,4
CA-2022-127712,2022-08-31,2022-09-05,Standard Class,MG-17890,4
CA-2022-159884,2022-08-31,2022-09-05,Standard Class,JF-15490,4
CA-2022-154074,2022-08-31,2022-09-02,Second Class,BW-11110,4
CA-2022-117198,2022-08-31,2022-09-05,Standard Class,BG-11035,3
US-2022-135230,2022-09-01,2022-09-07,Standard Class,CK-12325,4
CA-2022-128041,2022-09-01,2022-09-01,Same Day,RW-19540,4
CA-2022-145653,2022-09-01,2022-09-01,Same Day,CA-12775,1
CA-2022-131625,2022-09-01,2022-09-05,Second Class,BN-11515,2
CA-2022-107909,2022-09-01,2022-09-06,Standard Class,SS-20875,4
CA-2022-123001,2022-09-02,2022-09-08,Standard Class,AW-10840,4
US-2022-163657,2022-09-02,2022-09-06,Standard Class,JL-15235,4
CA-2022-145037,2022-09-02,2022-09-07,Second Class,TB-21055,2
CA-2022-114216,2022-09-02,2022-09-06,Standard Class,RK-19300,2
CA-2022-169327,2022-09-02,2022-09-04,Second Class,MH-17290,4
CA-2022-110380,2022-09-02,2022-09-07,Standard Class,PF-19225,4
CA-2022-137596,2022-09-02,2022-09-07,Standard Class,BE-11335,1
CA-2022-157987,2022-09-02,2022-09-06,Standard Class,AC-10615,2
CA-2022-146983,2022-09-02,2022-09-06,Standard Class,AH-10210,3
CA-2022-102218,2022-09-02,2022-09-04,Second Class,LW-17215,4
CA-2022-113075,2022-09-02,2022-09-06,Standard Class,MC-18100,1
CA-2022-111388,2022-09-02,2022-09-02,Same Day,SU-20665,4
CA-2022-111220,2022-09-02,2022-09-08,Standard Class,JS-15595,1
CA-2022-114552,2022-09-02,2022-09-08,Standard Class,Dl-13600,2
US-2022-153255,2022-09-03,2022-09-07,Second Class,JK-15730,4
CA-2022-161067,2022-09-03,2022-09-06,Second Class,KB-16405,2
US-2022-122637,2022-09-03,2022-09-08,Second Class,EP-13915,1
CA-2022-123022,2022-09-03,2022-09-08,Standard Class,SC-20050,4
CA-2022-167626,2022-09-03,2022-09-07,Standard Class,MY-18295,1
CA-2022-161557,2022-09-03,2022-09-08,Standard Class,AG-10900,1
CA-2022-146136,2022-09-03,2022-09-07,Standard Class,AP-10915,3
CA-2022-161823,2022-09-03,2022-09-08,Standard Class,AG-10300,4
CA-2022-147410,2022-09-04,2022-09-08,Standard Class,EJ-14155,4
CA-2022-101182,2022-09-04,2022-09-05,First Class,KB-16405,4
US-2022-117450,2022-09-04,2022-09-08,Standard Class,DO-13645,3
CA-2022-140326,2022-09-04,2022-09-06,First Class,HW-14935,1
CA-2022-117261,2022-09-04,2022-09-10,Standard Class,TH-21235,4
CA-2022-102750,2022-09-04,2022-09-08,Second Class,GM-14695,4
CA-2022-152485,2022-09-04,2022-09-08,Standard Class,JD-15790,1
CA-2022-100783,2022-09-04,2022-09-08,Second Class,JK-16120,1
CA-2022-117394,2022-09-04,2022-09-10,Standard Class,MM-17920,2
CA-2022-141929,2022-09-04,2022-09-08,Standard Class,RA-19285,4
CA-2022-109757,2022-09-04,2022-09-09,Second Class,MD-17350,2
CA-2022-137582,2022-09-04,2022-09-08,Standard Class,CV-12805,4
CA-2022-120761,2022-09-04,2022-09-08,Standard Class,AB-10150,2
US-2022-147655,2022-09-04,2022-09-05,First Class,AS-10045,4
US-2022-166394,2022-09-04,2022-09-06,Second Class,VM-21835,2
CA-2022-116680,2022-09-04,2022-09-06,Second Class,PK-19075,4
CA-2022-120705,2022-09-05,2022-09-11,Standard Class,MG-17875,3
CA-2022-107293,2022-09-05,2022-09-06,First Class,CS-12400,4
CA-2022-102736,2022-09-05,2022-09-09,Standard Class,LP-17095,3
CA-2022-148929,2022-09-07,2022-09-11,Standard Class,SP-20620,2
CA-2022-151008,2022-09-07,2022-09-08,First Class,JM-16195,4
US-2022-169488,2022-09-07,2022-09-09,First Class,AA-10375,2
CA-2022-100335,2022-09-07,2022-09-13,Standard Class,NF-18595,1
CA-2022-103877,2022-09-07,2022-09-14,Standard Class,RD-19660,1
CA-2022-107244,2022-09-07,2022-09-11,Standard Class,AG-10390,4
CA-2022-124401,2022-09-07,2022-09-12,Standard Class,RD-19900,4
CA-2022-100160,2022-09-07,2022-09-11,Standard Class,CB-12025,2
CA-2022-128783,2022-09-07,2022-09-07,Same Day,TG-21640,1
US-2022-130687,2022-09-07,2022-09-10,First Class,PF-19225,4
CA-2022-163692,2022-09-07,2022-09-09,First Class,Dp-13240,4
US-2022-129441,2022-09-07,2022-09-11,Standard Class,JC-15340,4
CA-2022-128769,2022-09-07,2022-09-12,Standard Class,DM-12955,3
US-2022-150070,2022-09-07,2022-09-12,Standard Class,JA-15970,4
US-2022-104094,2022-09-07,2022-09-11,Standard Class,AG-10675,1
US-2022-124779,2022-09-08,2022-09-11,First Class,BF-11020,1
CA-2022-152856,2022-09-08,2022-09-10,Second Class,RS-19765,2
CA-2022-149895,2022-09-08,2022-09-12,Standard Class,EB-14110,2
CA-2022-132437,2022-09-08,2022-09-13,Second Class,EM-14095,2
CA-2022-158036,2022-09-08,2022-09-14,Standard Class,DB-13555,2
CA-2022-144456,2022-09-08,2022-09-09,First Class,FC-14245,3
US-2022-124968,2022-09-08,2022-09-13,Second Class,MM-18055,1
CA-2022-126396,2022-09-08,2022-09-12,Second Class,AR-10345,1
US-2022-159562,2022-09-09,2022-09-15,Standard Class,JB-16000,1
CA-2022-152198,2022-09-09,2022-09-10,First Class,JD-16015,2
CA-2022-155929,2022-09-09,2022-09-13,Standard Class,AI-10855,4
US-2022-118087,2022-09-09,2022-09-13,Standard Class,SP-20620,2
CA-2022-147228,2022-09-09,2022-09-14,Standard Class,SO-20335,3
CA-2022-100825,2022-09-09,2022-09-14,Standard Class,KD-16495,4
CA-2022-137498,2022-09-09,2022-09-14,Second Class,LC-17050,4
CA-2022-169439,2022-09-09,2022-09-13,Standard Class,LC-17140,2
CA-2022-147361,2022-09-09,2022-09-15,Standard Class,SB-20290,3
CA-2022-139444,2022-09-09,2022-09-15,Standard Class,GK-14620,1
US-2022-146213,2022-09-09,2022-09-14,Standard Class,MC-17605,4
CA-2022-168403,2022-09-09,2022-09-15,Standard Class,DK-12835,4
CA-2022-126438,2022-09-10,2022-09-13,First Class,AR-10345,2
CA-2022-110905,2022-09-10,2022-09-15,Second Class,RW-19690,1
CA-2022-128370,2022-09-10,2022-09-10,Same Day,FH-14275,4
CA-2022-159954,2022-09-10,2022-09-14,Standard Class,SS-20410,3
CA-2022-122280,2022-09-10,2022-09-10,Same Day,SH-20395,2
CA-2022-120999,2022-09-10,2022-09-15,Standard Class,LC-16930,1
CA-2022-123036,2022-09-10,2022-09-17,Standard Class,HA-14905,2
CA-2022-147403,2022-09-10,2022-09-13,First Class,KH-16630,2
CA-2022-152093,2022-09-10,2022-09-15,Standard Class,SN-20560,1
US-2022-152898,2022-09-11,2022-09-15,Standard Class,CB-12025,3
US-2022-142188,2022-09-11,2022-09-11,Same Day,JF-15415,4
CA-2022-166898,2022-09-11,2022-09-13,Second Class,KH-16630,4
CA-2022-149559,2022-09-11,2022-09-12,Same Day,KF-16285,4
CA-2022-127726,2022-09-11,2022-09-13,Second Class,SS-20410,3
CA-2022-112774,2022-09-11,2022-09-12,First Class,RC-19960,3
US-2022-160836,2022-09-11,2022-09-16,Standard Class,CC-12475,1
CA-2022-117044,2022-09-11,2022-09-13,Second Class,HA-14920,1
CA-2022-124898,2022-09-11,2022-09-15,Standard Class,DB-12910,3
CA-2022-144484,2022-09-11,2022-09-11,Same Day,CB-12025,4
CA-2022-140676,2022-09-12,2022-09-15,First Class,BF-11080,2
CA-2022-108749,2022-09-12,2022-09-15,First Class,DJ-13510,2
US-2022-109582,2022-09-12,2022-09-17,Second Class,JM-15865,4
CA-2022-103611,2022-09-12,2022-09-15,First Class,JM-15535,4
CA-2022-139493,2022-09-13,2022-09-19,Standard Class,SG-20605,3
CA-2022-152975,2022-09-14,2022-09-16,First Class,RB-19705,2
CA-2022-147725,2022-09-14,2022-09-14,Same Day,LT-17110,2
US-2022-157224,2022-09-14,2022-09-18,Second Class,JB-16000,4
CA-2022-130302,2022-09-14,2022-09-19,Standard Class,CY-12745,2
CA-2022-156237,2022-09-14,2022-09-15,First Class,PS-18760,2
CA-2022-108931,2022-09-14,2022-09-19,Standard Class,HZ-14950,2
CA-2022-114440,2022-09-14,2022-09-17,Second Class,TB-21520,1
CA-2022-115882,2022-09-14,2022-09-17,First Class,DB-13555,3
CA-2022-165008,2022-09-15,2022-09-17,Second Class,DO-13645,4
CA-2022-124205,2022-09-15,2022-09-19,Standard Class,TC-21145,2
US-2022-163300,2022-09-15,2022-09-21,Standard Class,ES-14020,4
US-2022-116652,2022-09-15,2022-09-19,Standard Class,RD-19480,4
CA-2022-130043,2022-09-15,2022-09-19,Standard Class,BB-11545,1
CA-2022-139822,2022-09-15,2022-09-21,Standard Class,Dp-13240,2
CA-2022-145737,2022-09-15,2022-09-20,Standard Class,AB-10165,3
CA-2022-121888,2022-09-15,2022-09-17,Second Class,CL-11890,2
CA-2022-132353,2022-09-15,2022-09-17,First Class,DB-13060,1
CA-2022-127096,2022-09-15,2022-09-17,Second Class,CS-12400,4
CA-2022-134418,2022-09-15,2022-09-20,Standard Class,GM-14500,4
CA-2022-146185,2022-09-15,2022-09-19,Standard Class,CC-12145,1
CA-2022-163020,2022-09-15,2022-09-19,Standard Class,MO-17800,2
CA-2022-112984,2022-09-16,2022-09-18,Second Class,EH-14185,2
CA-2022-141446,2022-09-16,2022-09-18,Second Class,CL-12700,3
CA-2022-118136,2022-09-16,2022-09-17,First Class,BB-10990,4
CA-2022-136448,2022-09-16,2022-09-18,First Class,AS-10090,2
CA-2022-130715,2022-09-16,2022-09-20,Standard Class,CY-12745,4
CA-2022-134173,2022-09-16,2022-09-21,Standard Class,AB-10060,2
CA-2022-144113,2022-09-16,2022-09-20,Standard Class,JF-15355,1
CA-2022-142293,2022-09-17,2022-09-20,First Class,SC-20380,4
CA-2022-137470,2022-09-17,2022-09-17,Same Day,TP-21415,4
CA-2022-126928,2022-09-17,2022-09-23,Standard Class,GZ-14470,2
CA-2022-157931,2022-09-17,2022-09-22,Second Class,MO-17800,3
CA-2022-112515,2022-09-17,2022-09-21,Second Class,AS-10225,4
CA-2022-105669,2022-09-17,2022-09-22,Second Class,SJ-20125,1
CA-2022-164756,2022-09-18,2022-09-22,Standard Class,SS-20140,3
CA-2022-131016,2022-09-18,2022-09-20,First Class,DC-12850,1
CA-2022-166856,2022-09-18,2022-09-22,Standard Class,TS-21505,4
CA-2022-134439,2022-09-18,2022-09-23,Second Class,TM-21010,1
CA-2022-133333,2022-09-18,2022-09-22,Standard Class,BF-11020,1
CA-2022-148068,2022-09-18,2022-09-25,Standard Class,MM-18280,2
CA-2022-140508,2022-09-18,2022-09-21,First Class,PA-19060,1
CA-2022-106180,2022-09-18,2022-09-23,Standard Class,SH-19975,4
CA-2022-139787,2022-09-19,2022-09-23,Standard Class,JP-16135,3
CA-2022-153822,2022-09-19,2022-09-25,Standard Class,AB-10105,4
CA-2022-160801,2022-09-19,2022-09-19,Same Day,FG-14260,2
CA-2022-102974,2022-09-19,2022-09-24,Standard Class,DP-13105,4
CA-2022-143378,2022-09-19,2022-09-25,Standard Class,JR-16210,4
CA-2022-139619,2022-09-19,2022-09-23,Standard Class,ES-14080,3
US-2022-148866,2022-09-19,2022-09-24,Standard Class,JM-15535,2
CA-2022-100111,2022-09-20,2022-09-26,Standard Class,SV-20365,2
CA-2022-133074,2022-09-21,2022-09-25,Standard Class,DB-13615,4
CA-2022-169817,2022-09-21,2022-09-25,Standard Class,EB-13870,2
CA-2022-165155,2022-09-21,2022-09-23,First Class,BM-11575,4
CA-2022-132262,2022-09-21,2022-09-23,First Class,ML-18265,4
CA-2022-151428,2022-09-21,2022-09-26,Standard Class,RH-19495,1
US-2022-146878,2022-09-21,2022-09-27,Standard Class,DL-12865,3
CA-2022-123351,2022-09-21,2022-09-25,Standard Class,KT-16480,3
CA-2022-166317,2022-09-22,2022-09-26,Standard Class,JE-15610,1
CA-2022-102967,2022-09-22,2022-09-26,Standard Class,MG-17890,2
CA-2022-117009,2022-09-22,2022-09-28,Standard Class,BK-11260,4
US-2022-103226,2022-09-22,2022-09-28,Standard Class,DW-13195,4
CA-2022-158379,2022-09-22,2022-09-26,Second Class,JA-15970,2
CA-2022-162789,2022-09-22,2022-09-24,Second Class,LC-17140,2
CA-2022-161970,2022-09-22,2022-09-27,Standard Class,PB-19105,3
CA-2022-167381,2022-09-22,2022-09-24,Second Class,EH-14005,1
US-2022-108245,2022-09-22,2022-09-27,Standard Class,SH-19975,1
CA-2022-122196,2022-09-22,2022-09-24,First Class,CA-12265,2
CA-2022-161053,2022-09-22,2022-09-23,First Class,JE-15745,3
CA-2022-136000,2022-09-22,2022-09-25,Second Class,SC-20440,2
CA-2022-103520,2022-09-23,2022-09-25,First Class,MH-17785,1
CA-2022-121853,2022-09-23,2022-09-29,Standard Class,DB-13660,4
CA-2022-102309,2022-09-23,2022-09-25,Second Class,DO-13645,3
CA-2022-121412,2022-09-23,2022-09-27,Standard Class,BG-11695,4
CA-2022-117485,2022-09-23,2022-09-29,Standard Class,BD-11320,1
US-2022-132059,2022-09-23,2022-09-29,Standard Class,AP-10915,4
CA-2022-123778,2022-09-23,2022-09-30,Standard Class,BS-11755,4
CA-2022-132521,2022-09-23,2022-09-25,Second Class,DW-13540,4
US-2022-125647,2022-09-23,2022-09-28,Standard Class,LC-16870,1
CA-2022-121314,2022-09-23,2022-09-26,First Class,BE-11410,3
CA-2022-138422,2022-09-23,2022-09-26,First Class,KN-16705,4
CA-2022-122364,2022-09-24,2022-09-29,Standard Class,FA-14230,4
CA-2022-108910,2022-09-24,2022-09-29,Standard Class,KC-16540,2
CA-2022-163335,2022-09-24,2022-09-27,First Class,AG-10675,3
CA-2022-130148,2022-09-24,2022-09-28,Second Class,NK-18490,4
CA-2022-148411,2022-09-24,2022-09-26,First Class,RO-19780,1
CA-2022-121839,2022-09-24,2022-09-28,Standard Class,MH-18115,2
CA-2022-134096,2022-09-24,2022-09-29,Standard Class,PP-18955,3
CA-2022-144694,2022-09-24,2022-09-26,Second Class,BD-11605,3
CA-2022-142034,2022-09-24,2022-09-28,Standard Class,KB-16240,1
US-2022-132675,2022-09-24,2022-09-28,Standard Class,KF-16285,3
CA-2022-160325,2022-09-24,2022-09-24,Same Day,BP-11095,2
CA-2022-142391,2022-09-24,2022-09-24,Same Day,PB-19150,4
CA-2022-144904,2022-09-25,2022-10-01,Standard Class,KW-16435,2
CA-2022-169929,2022-09-25,2022-09-28,First Class,LS-17200,4
CA-2022-122112,2022-09-25,2022-09-29,Standard Class,CA-11965,2
CA-2022-112004,2022-09-25,2022-09-28,First Class,AH-10075,2
CA-2022-162572,2022-09-25,2022-09-27,Second Class,RB-19360,2
CA-2022-116939,2022-09-25,2022-09-29,Standard Class,AG-10900,3
CA-2022-162481,2022-09-25,2022-09-29,Standard Class,CT-11995,1
CA-2022-156391,2022-09-26,2022-09-28,First Class,SL-20155,4
US-2022-106145,2022-09-26,2022-09-26,Same Day,RA-19885,4
CA-2022-129490,2022-09-26,2022-09-30,Standard Class,SJ-20125,3
CA-2022-160017,2022-09-28,2022-10-02,Standard Class,SP-20860,3
US-2022-139955,2022-09-28,2022-09-30,Second Class,CM-12160,1
CA-2022-152205,2022-09-28,2022-10-05,Standard Class,SF-20965,2
CA-2022-101574,2022-09-28,2022-10-04,Standard Class,BD-11725,4
US-2022-125717,2022-09-28,2022-10-01,First Class,DS-13030,4
CA-2022-121300,2022-09-29,2022-09-29,Same Day,MG-17680,2
CA-2022-137918,2022-09-29,2022-10-06,Standard Class,JK-15730,4
CA-2022-140186,2022-09-29,2022-10-02,First Class,PG-18820,4
US-2022-141509,2022-09-29,2022-10-01,First Class,SC-20575,4
CA-2022-100314,2022-09-29,2022-10-05,Standard Class,AS-10630,1
CA-2022-118402,2022-09-29,2022-10-04,Standard Class,JO-15280,3
CA-2022-126676,2022-09-29,2022-10-01,First Class,FH-14365,2
CA-2022-128335,2022-09-29,2022-10-05,Standard Class,JA-15970,2
CA-2022-148138,2022-09-29,2022-10-03,Standard Class,ME-18010,2
US-2022-130603,2022-09-30,2022-10-06,Standard Class,SC-20050,1
CA-2022-147452,2022-09-30,2022-10-03,First Class,CS-11845,4
CA-2022-144225,2022-09-30,2022-10-02,Second Class,CC-12475,2
CA-2022-123029,2022-09-30,2022-10-02,Second Class,BT-11530,4
US-2022-120908,2022-09-30,2022-10-02,First Class,BF-10975,2
CA-2022-156951,2022-10-01,2022-10-08,Standard Class,EB-13840,4
CA-2022-129378,2022-10-01,2022-10-02,First Class,NS-18505,4
US-2022-139577,2022-10-01,2022-10-06,Standard Class,TN-21040,4
CA-2022-152275,2022-10-01,2022-10-08,Standard Class,KH-16630,1
CA-2022-117807,2022-10-01,2022-10-07,Standard Class,DK-13090,1
CA-2022-113418,2022-10-01,2022-10-03,First Class,CM-12655,2
US-2022-162558,2022-10-02,2022-10-05,First Class,Dp-13240,3
CA-2022-101308,2022-10-02,2022-10-07,Standard Class,FG-14260,4
CA-2022-105914,2022-10-02,2022-10-08,Standard Class,PV-18985,4
CA-2022-147564,2022-10-02,2022-10-06,Standard Class,BP-11155,2
CA-2022-152926,2022-10-02,2022-10-04,Second Class,SC-20695,1
CA-2022-141117,2022-10-02,2022-10-08,Standard Class,JK-16090,4
CA-2022-137414,2022-10-02,2022-10-06,Standard Class,CM-12115,4
CA-2022-123981,2022-10-02,2022-10-08,Standard Class,RW-19630,2
CA-2022-116113,2022-10-02,2022-10-06,Second Class,JW-15220,3
CA-2022-126074,2022-10-02,2022-10-06,Standard Class,RF-19735,1
CA-2022-134607,2022-10-03,2022-10-08,Second Class,HL-15040,2
CA-2022-144820,2022-10-03,2022-10-07,Second Class,LW-16825,1
CA-2022-149853,2022-10-03,2022-10-09,Standard Class,PO-18850,3
CA-2022-141789,2022-10-03,2022-10-06,First Class,AC-10450,1
CA-2022-143035,2022-10-03,2022-10-05,Second Class,CC-12430,2
CA-2022-101749,2022-10-03,2022-10-08,Standard Class,AS-10045,4
CA-2022-163818,2022-10-04,2022-10-08,Standard Class,PS-18970,2
CA-2022-131807,2022-10-05,2022-10-10,Standard Class,GG-14650,4
US-2022-103247,2022-10-05,2022-10-08,Second Class,PO-19195,2
CA-2022-143112,2022-10-05,2022-10-09,Standard Class,TS-21370,2
CA-2022-167661,2022-10-05,2022-10-10,Standard Class,MP-18175,4
CA-2022-157672,2022-10-05,2022-10-07,First Class,RB-19795,4
US-2022-136868,2022-10-06,2022-10-12,Standard Class,CR-12820,2
CA-2022-109099,2022-10-06,2022-10-11,Standard Class,MM-18280,2
CA-2022-137421,2022-10-06,2022-10-11,Standard Class,AJ-10945,4
CA-2022-118577,2022-10-06,2022-10-11,Standard Class,XP-21865,2
CA-2022-146269,2022-10-06,2022-10-06,Same Day,MH-17455,1
US-2022-148054,2022-10-06,2022-10-11,Standard Class,NZ-18565,4
CA-2022-108574,2022-10-07,2022-10-11,Standard Class,MG-18145,4
CA-2022-148404,2022-10-07,2022-10-11,Standard Class,Dp-13240,3
CA-2022-104003,2022-10-07,2022-10-13,Standard Class,DC-13285,4
CA-2022-152709,2022-10-07,2022-10-12,Standard Class,DB-13210,1
CA-2022-128426,2022-10-07,2022-10-11,Standard Class,JK-15730,1
CA-2022-105487,2022-10-08,2022-10-14,Standard Class,CS-12250,4
US-2022-168613,2022-10-08,2022-10-14,Standard Class,GM-14440,2
CA-2022-151596,2022-10-08,2022-10-11,First Class,BP-11050,2
CA-2022-162635,2022-10-09,2022-10-10,First Class,EB-14170,3
CA-2022-141873,2022-10-09,2022-10-14,Standard Class,HG-14845,2
US-2022-115595,2022-10-09,2022-10-11,First Class,XP-21865,4
CA-2022-132430,2022-10-09,2022-10-11,First Class,CP-12085,2
US-2022-117247,2022-10-09,2022-10-14,Standard Class,CK-12760,1
CA-2022-163125,2022-10-09,2022-10-11,Second Class,MB-17305,1
CA-2022-111717,2022-10-10,2022-10-16,Standard Class,SW-20245,1
CA-2022-152933,2022-10-12,2022-10-16,Standard Class,MG-17650,1
CA-2022-152702,2022-10-12,2022-10-16,Standard Class,SN-20710,1
CA-2022-130505,2022-10-12,2022-10-12,Same Day,NF-18385,2
CA-2022-112431,2022-10-12,2022-10-14,Second Class,RW-19690,4
CA-2022-149146,2022-10-12,2022-10-12,Same Day,SM-20320,3
CA-2022-126536,2022-10-12,2022-10-14,First Class,NK-18490,4
CA-2022-168655,2022-10-12,2022-10-18,Standard Class,ML-18040,4
CA-2022-169362,2022-10-12,2022-10-15,First Class,SP-20860,1
CA-2022-169607,2022-10-12,2022-10-15,First Class,CA-12265,2
CA-2022-150091,2022-10-12,2022-10-16,Standard Class,NP-18670,2
CA-2022-132976,2022-10-13,2022-10-17,Standard Class,AG-10495,2
CA-2022-116519,2022-10-13,2022-10-15,First Class,CR-12730,2
CA-2022-163160,2022-10-13,2022-10-16,First Class,TS-21610,1
CA-2022-103212,2022-10-13,2022-10-14,First Class,MH-18025,3
CA-2022-135909,2022-10-13,2022-10-20,Standard Class,JW-15220,4
US-2022-148831,2022-10-13,2022-10-15,First Class,AH-10210,3
CA-2022-126123,2022-10-14,2022-10-18,Standard Class,AG-10765,1
CA-2022-150707,2022-10-14,2022-10-19,Standard Class,EL-13735,2
CA-2022-168837,2022-10-14,2022-10-17,First Class,JW-15955,4
CA-2022-151183,2022-10-14,2022-10-19,Standard Class,BK-11260,4
CA-2022-113670,2022-10-15,2022-10-17,First Class,RS-19765,4
CA-2022-154949,2022-10-15,2022-10-19,Standard Class,MC-17275,4
CA-2022-142643,2022-10-15,2022-10-20,Standard Class,DL-13495,4
CA-2022-164819,2022-10-15,2022-10-19,Second Class,RS-19420,2
CA-2022-100237,2022-10-15,2022-10-19,Standard Class,SV-20815,4
CA-2022-106033,2022-10-15,2022-10-18,Second Class,FG-14260,4
CA-2022-111577,2022-10-16,2022-10-21,Standard Class,AJ-10780,4
CA-2022-159100,2022-10-16,2022-10-21,Standard Class,VP-21760,3
CA-2022-132234,2022-10-16,2022-10-18,First Class,MY-17380,2
CA-2022-159282,2022-10-16,2022-10-21,Standard Class,GH-14410,4
CA-2022-158386,2022-10-16,2022-10-21,Standard Class,BO-11425,3
CA-2022-165603,2022-10-17,2022-10-19,Second Class,SS-20140,2
CA-2022-123246,2022-10-17,2022-10-19,Second Class,AJ-10960,4
CA-2022-114804,2022-10-17,2022-10-19,Second Class,BF-11020,4
CA-2022-125199,2022-10-19,2022-10-25,Standard Class,HM-14860,2
CA-2022-106432,2022-10-19,2022-10-24,Standard Class,CA-12265,1
CA-2022-107727,2022-10-19,2022-10-23,Second Class,MA-17560,1
CA-2022-159457,2022-10-19,2022-10-26,Standard Class,RD-19480,1
US-2022-120390,2022-10-19,2022-10-26,Standard Class,TH-21550,3
CA-2022-117653,2022-10-19,2022-10-23,Standard Class,MO-17500,1
CA-2022-125388,2022-10-19,2022-10-23,Standard Class,MP-17965,2
CA-2022-131492,2022-10-19,2022-10-24,Second Class,HH-15010,4
CA-2022-125990,2022-10-19,2022-10-23,Standard Class,JS-16030,4
CA-2022-103065,2022-10-20,2022-10-20,Same Day,PT-19090,3
CA-2022-147277,2022-10-20,2022-10-24,Standard Class,EB-13705,2
CA-2022-158722,2022-10-20,2022-10-26,Standard Class,MA-17560,2
US-2022-115252,2022-10-20,2022-10-25,Standard Class,MY-18295,3
CA-2022-104822,2022-10-20,2022-10-20,Same Day,RB-19465,2
US-2022-146416,2022-10-20,2022-10-22,Second Class,JE-16165,4
CA-2022-158743,2022-10-20,2022-10-27,Standard Class,IG-15085,3
CA-2022-167094,2022-10-21,2022-10-22,First Class,DK-12835,4
CA-2022-148166,2022-10-21,2022-10-26,Standard Class,NK-18490,3
CA-2022-117422,2022-10-21,2022-10-25,Standard Class,FC-14245,2
CA-2022-142125,2022-10-21,2022-10-27,Standard Class,JB-15400,1
CA-2022-145884,2022-10-21,2022-10-21,Same Day,SL-20155,1
CA-2022-100356,2022-10-21,2022-10-25,Standard Class,SP-20920,1
CA-2022-154410,2022-10-21,2022-10-24,First Class,MD-17860,1
CA-2022-113453,2022-10-21,2022-10-28,Standard Class,CM-12160,2
CA-2022-113558,2022-10-21,2022-10-26,Standard Class,PH-18790,3
US-2022-117331,2022-10-21,2022-10-28,Standard Class,ND-18370,4
CA-2022-130211,2022-10-22,2022-10-22,Same Day,BD-11620,1
CA-2022-127180,2022-10-22,2022-10-24,First Class,TA-21385,2
US-2022-111920,2022-10-22,2022-10-26,Standard Class,PS-18970,1
CA-2022-130141,2022-10-22,2022-10-24,Second Class,HA-14905,4
CA-2022-156363,2022-10-22,2022-10-28,Standard Class,ML-17395,2
